trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
364,False,"{'a': 0.2, 'e': 0.02625234396568796}",30,17,25.877339423863265,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.025991128778755347}",25,18,12.951308471168455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.02573251272635994}",25,13,21.162178515047927,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.025476469946681016}",30,14,28.597843023373983,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.025222974835227212}",30,21,6.443922616361137,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.2, 'e': 0.024972002042276155}",25,11,26.61937854632313,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.024723526470339388}",20,8,22.066553274500954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.2, 'e': 0.02447752327165267}",20,7,21.836357063124435,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.2, 'e': 0.024233967845691113}",20,9,-16.69760248333946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
373,False,"{'a': 0.2, 'e': 0.023992835836709175}",25,14,21.878665038117244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.2, 'e': 0.023754103131304997}",20,10,12.318589567215955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.2, 'e': 0.023517745856009107}",20,7,19.443264733520817,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.023283740374897}",20,10,4.415446865429078,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.2, 'e': 0.02305206328722557}",25,2,34.114217382710414,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.2, 'e': 0.02282269142509297}",30,13,27.09877947153063,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.022595601851121864}",25,11,30.411012018849586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.2, 'e': 0.02237077185616559}",25,13,23.751963173608218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.2, 'e': 0.022148178957037315}",20,10,22.21926385746651,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.02192780089426161}",30,12,33.1853536448485,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.2, 'e': 0.02170961562984857}",30,18,21.827494186811325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.021493601345089923}",35,23,26.513839768119336,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.02127973643837717}",20,13,13.672209098321007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.2, 'e': 0.021067999523041434}",25,13,21.246399825460387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.2, 'e': 0.02085836942521472}",20,4,14.348035048693346,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.2, 'e': 0.020650825181712566}",20,12,16.076151805587912,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.2, 'e': 0.020445346037937653}",20,12,17.064647025950872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.02024191144580439}",25,5,21.40731651045057,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.2, 'e': 0.020040501061684014}",25,14,20.45874867008031,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.019841094744370288}",20,10,19.116743892492018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.2, 'e': 0.019643672553065292}",20,8,21.44687324374807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.2, 'e': 0.01944821474538539}",25,15,14.76950647587026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.01925470177538692}",20,6,23.004029631619886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.019063114291611637}",20,16,6.953168601104658,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.018873433135151486}",25,2,39.72445681739161,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.018685639337732773}",25,14,23.7980814368187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.2, 'e': 0.018499714119819242}",25,18,13.646650134332443,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.2, 'e': 0.01831563888873418}",25,13,23.140287550590294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.2, 'e': 0.018133395236801075}",25,15,22.45780394670644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.2, 'e': 0.01795296493950285}",25,13,25.234099575433685,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.2, 'e': 0.01777432995365944}",35,18,30.890127587351717,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.2, 'e': 0.017597472415623393}",20,16,7.979141904906712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.2, 'e': 0.017422374639493515}",25,13,24.530086096166624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.2, 'e': 0.017249019115346265}",25,17,15.968182989369868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.2, 'e': 0.017077388507484793}",20,12,17.276019958491467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.2, 'e': 0.01690746565270528}",25,14,19.453886490124113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.2, 'e': 0.016739233558580632}",25,17,17.430479308814697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.2, 'e': 0.016572675401761255}",20,6,27.803252947973405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.2, 'e': 0.016407774526292645}",20,10,4.97701233357821,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.2, 'e': 0.01624451444194987}",20,11,16.430586179732533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.2, 'e': 0.016082878822588433}",20,8,23.27791670915464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.2, 'e': 0.015922851504511698}",25,20,11.585228675591402,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.2, 'e': 0.015764416484854486}",25,14,18.803616912679125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.2, 'e': 0.01560755791998283}",30,8,38.27779201550032,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.2, 'e': 0.015452260123909515}",25,13,22.063516459780963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.015298507566725518}",25,8,28.568042833313637,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.2, 'e': 0.01514628487304698}",30,18,24.107200491748447,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.2, 'e': 0.014995576820477703}",20,2,32.262927995191426,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.2, 'e': 0.014846368338086832}",25,11,23.169223074881877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.2, 'e': 0.014698644504901784}",20,8,21.993250768143188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.014552390548416123}",30,24,9.105250646004885,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.2, 'e': 0.01440759184311235}",30,15,26.568015409142983,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.2, 'e': 0.014264233908999256}",20,0,29.108044633257286,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
426,False,"{'a': 0.2, 'e': 0.014122302410163962}",25,20,8.366317702851756,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.2, 'e': 0.013981783153338296}",20,14,9.940266824074588,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.2, 'e': 0.013842662086479501}",25,16,19.459717551484907,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.2, 'e': 0.013704925297364945}",20,10,17.884888835318,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.2, 'e': 0.013568559012200934}",25,15,18.366898720466605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.2, 'e': 0.013433549594245302}",20,6,23.09488176369101,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.2, 'e': 0.013299883542443767}",20,13,11.091514608525646,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.2, 'e': 0.013167547490079751}",30,16,29.48659153171222,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.2, 'e': 0.013036528203437736}",30,19,19.00632690270448,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.2, 'e': 0.012906812580479862}",20,16,6.730422817011936,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.2, 'e': 0.01277838764953576}",30,13,32.78927672213267,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.2, 'e': 0.012651240568005305}",20,2,31.185668880136355,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.2, 'e': 0.012525358621074385}",25,11,23.992152743319142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.2, 'e': 0.012400729220443406}",20,10,19.399607218909082,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.2, 'e': 0.012277339903068436}",25,15,18.75676711507867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.2, 'e': 0.012155178329914935}",25,13,24.902394569600382,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.2, 'e': 0.012034232284723775}",25,14,20.26348845594142,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.2, 'e': 0.011914489672789647}",20,10,18.271240745283325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.2, 'e': 0.011795938519751562}",20,8,21.89374091966225,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.2, 'e': 0.011678566970395442}",20,8,19.96029903814659,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.2, 'e': 0.011562363287468536}",25,11,26.760533386510172,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.2, 'e': 0.01144731585050571}",20,9,18.24550309440252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.2, 'e': 0.011333413154667387}",25,15,17.92163705654973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.011220643809589084}",25,8,30.937384903984572,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.2, 'e': 0.011108996538242306}",30,13,31.021474437581524,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.2, 'e': 0.010998460175806881}",20,10,18.612589269594544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.2, 'e': 0.01088902366855444}",20,6,23.699360614673484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.2, 'e': 0.010780676072743084}",25,0,33.10009844813938,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
454,False,"{'a': 0.2, 'e': 0.010673406553522925}",25,7,28.960625717590933,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.2, 'e': 0.010567204383852655}",25,1,38.869408514481776,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.2, 'e': 0.010462058943426795}",35,22,20.735108463551214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.2, 'e': 0.010357959717613696}",20,2,30.953960348826442,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.2, 'e': 0.010254896296404022}",35,21,27.362418466487647,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.2, 'e': 0.010152858373369763}",25,20,11.369628271871367,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.2, 'e': 0.010051835744633576}",25,7,27.18154741782251,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.2, 'e': 0.00995181830784842}",25,16,18.07209872169325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,9,22.969190719362885,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,2,30.95104010115062,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,10,28.202470300338856,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,9,28.799136129864277,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,16,16.288547766596768,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,12,15.669914499609089,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,9,19.797683371706896,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,15,20.57469966732461,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,13,23.594882625399595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,1,39.47366201430555,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,9,21.151391896572953,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",25,1,39.93501649967283,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",20,2,28.34583231441746,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",30,24,13.282465018886741,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",20,13,15.492566242185097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",25,18,14.083202591244543,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,11,16.26087872857183,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",20,15,8.102738090714258,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",30,8,40.26347153296177,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,15,9.342097930158355,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
